NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
INPP5D	1	ENSG00000168918	
FANCL	1	ENSG00000115392	
HERC1	1	ENSG00000103657	
LINC01560	1	ENSG00000196741	
HMGB3P5	1	ENSG00000237642	
RITA1	1	ENSG00000139405	
KIF4B	1	ENSG00000226650	
DCSTAMP	1	ENSG00000164935	
URB1-AS1	1	ENSG00000256073	
B3GLCT	1	ENSG00000187676	
CDKN2D	1	ENSG00000129355	
TOE1	1	ENSG00000132773	
PPP1R3E	1	ENSG00000235194	
ENSG00000248187	1	ENSG00000248187	
RAD21L1	1	ENSG00000244588	
PTPRC	1	ENSG00000081237	
LARP1BP1	1	ENSG00000231442	
COX5B	1	ENSG00000135940	
ZNF286A	1	ENSG00000187607	
MRPS33	1	ENSG00000090263	
RPL21P51	1	ENSG00000240674	
LINC00852	1	ENSG00000231177	
KLK1	1	ENSG00000167748	
IAH1	1	ENSG00000134330	
S1PR1	1	ENSG00000170989	
CELA2B	1	ENSG00000215704	
MLPH	1	ENSG00000115648	
XPC-AS1	1	ENSG00000228242	
CHRDL2	1	ENSG00000054938	
FAM66E	1	ENSG00000225725	
RPL23AP24	1	ENSG00000236679	
ERICH2	1	ENSG00000204334	
WNT8B	1	ENSG00000075290	
NKAIN4	1	ENSG00000101198	
PSMA1P1	1	ENSG00000225715	
LZTFL1	1	ENSG00000163818	
VSIG8	1	ENSG00000243284	
GSTT2B	1	ENSG00000133433	
HELLS	1	ENSG00000119969	
NRG2	1	ENSG00000158458	
NPB	1	ENSG00000183979	
PRELID2	1	ENSG00000186314	
EID2B	1	ENSG00000176401	
ARMH4	1	ENSG00000139971	
LSP1P3	1	ENSG00000162685	
FTH1P23	1	ENSG00000242960	
ROBO3	1	ENSG00000154134	
DUSP7	1	ENSG00000164086	
TMEM256	1	ENSG00000205544	
KLF12	1	ENSG00000118922	
LINC01936	1	ENSG00000235997	
PDZD2	1	ENSG00000133401	
VAMP3	1	ENSG00000049245	
CECR7	1	ENSG00000237438	
RHBDL2	1	ENSG00000158315	
FAM182B	1	ENSG00000175170	
YKT6	1	ENSG00000106636	
SDR16C5	1	ENSG00000170786	
STRIP2	1	ENSG00000128578	
CNNM4	1	ENSG00000158158	
HIPK2	1	ENSG00000064393	
DUSP15	1	ENSG00000149599	
CYP7B1	1	ENSG00000172817	
MT2A	1	ENSG00000125148	
MOB3A	1	ENSG00000172081	
OXER1	1	ENSG00000162881	
KAT14	1	ENSG00000149474	
DNAAF8	1	ENSG00000166246	
SIAH3	1	ENSG00000215475	
ULBP3	1	ENSG00000131019	
ENO4	1	ENSG00000188316	
RSPO3	1	ENSG00000146374	
RAD23BP1	1	ENSG00000236570	
BAALC	1	ENSG00000164929	
ARHGEF33	1	ENSG00000214694	
BCL6	1	ENSG00000113916	
SMURF1	1	ENSG00000198742	
FAM81B	1	ENSG00000153347	
RINT1	1	ENSG00000135249	
HLA-S	1	ENSG00000225851	
GFAP	1	ENSG00000131095	
CYP3A7	1	ENSG00000160870	
UBL7-DT	1	ENSG00000247240	
KIF15	1	ENSG00000163808	
LYRM4	1	ENSG00000214113	
FRG1	1	ENSG00000109536	
NFS1	1	ENSG00000244005	
COX6B2	1	ENSG00000160471	
PMS2P4	1	ENSG00000067601	
TMEM168	1	ENSG00000146802	
TET1	1	ENSG00000138336	
LAMB1	1	ENSG00000091136	
ZNF876P	1	ENSG00000198155	
ALG1L1P	1	ENSG00000189366	
LINC00654	1	ENSG00000205181	
ABCC5	1	ENSG00000114770	
MIR29B2CHG	1	ENSG00000203709	
UBL3	1	ENSG00000122042	
EEF1A1P29	1	ENSG00000215093	
PDZK1	1	ENSG00000174827	
FAXDC2	1	ENSG00000170271	
XKR6	1	ENSG00000171044	
NTRK2	1	ENSG00000148053	
NOL9	1	ENSG00000162408	
ABCA13	1	ENSG00000179869	
KCTD16	1	ENSG00000183775	
C4B	1	ENSG00000224389	
TRIM31	1	ENSG00000204616	
LRGUK	1	ENSG00000155530	
RAB3GAP2	1	ENSG00000118873	
C11orf58	1	ENSG00000110696	
IGSF10	1	ENSG00000152580	
BRPF1	1	ENSG00000156983	
FAM131B-AS2	1	ENSG00000232533	
NDUFA9P1	1	ENSG00000237406	
NPM1P12	1	ENSG00000215311	
SP5	1	ENSG00000204335	
DDX11-AS1	1	ENSG00000245614	
WNK3	1	ENSG00000196632	
SCTR	1	ENSG00000080293	
ALG1L6P	1	ENSG00000238278	
KIAA1191P3	1	ENSG00000213028	
ATAD5	1	ENSG00000176208	
TCIRG1	1	ENSG00000110719	
BICDL1	1	ENSG00000135127	
ZNRF3	1	ENSG00000183579	
PNMA2	1	ENSG00000240694	
CCDC81	1	ENSG00000149201	
DNAJC8P2	1	ENSG00000240695	
NRARP	1	ENSG00000198435	
PELI3	1	ENSG00000174516	
CHRNA9	1	ENSG00000174343	
SEPTIN7P2	1	ENSG00000214765	
SERTAD4-AS1	1	ENSG00000203706	
BEAN1	1	ENSG00000166546	
ANKLE1	1	ENSG00000160117	
MARCHF3	1	ENSG00000173926	
CORO2A	1	ENSG00000106789	
HOXB4	1	ENSG00000182742	
GRP	1	ENSG00000134443	
KRBOX4	1	ENSG00000147121	
EMP2P1	1	ENSG00000231655	
CFAP210	1	ENSG00000154479	
SOCS5P4	1	ENSG00000227536	
TROAP	1	ENSG00000135451	
GTF2H4	1	ENSG00000213780	
THUMPD2	1	ENSG00000138050	
CDK14	1	ENSG00000058091	
IDS	1	ENSG00000010404	
TCF19	1	ENSG00000137310	
RAD21P1	1	ENSG00000238116	
LINC01301	1	ENSG00000251396	
DCAKD	1	ENSG00000172992	
GIMAP4	1	ENSG00000133574	
TMEM161B-DT	1	ENSG00000247828	
GRM2	1	ENSG00000164082	
PCP4L1	1	ENSG00000248485	
PRKY	1	ENSG00000099725	
DSP	1	ENSG00000096696	
PINLYP	1	ENSG00000234465	
SHE	1	ENSG00000169291	
COL22A1	1	ENSG00000169436	
SYT1	1	ENSG00000067715	
BLOC1S5	1	ENSG00000188428	
GLDCP1	1	ENSG00000248590	
DYNLT3P1	1	ENSG00000232241	
LEMD1	1	ENSG00000186007	
ISM1	1	ENSG00000101230	
DUTP5	1	ENSG00000216439	
SUGT1P3	1	ENSG00000239827	
TMEM191A	1	ENSG00000226287	
MAN2C1	1	ENSG00000140400	
ALG12	1	ENSG00000182858	
ODAD3	1	ENSG00000198003	
CDK5	1	ENSG00000164885	
RPS3AP20	1	ENSG00000213757	
SLC26A1	1	ENSG00000145217	
LINC01238	1	ENSG00000237940	
INTS4P1	1	ENSG00000164669	
TP53TG3	1	ENSG00000183632	
PACC1	1	ENSG00000065600	
PDZD8	1	ENSG00000165650	
CYP2D7	1	ENSG00000205702	
KRT18P16	1	ENSG00000235275	
NDUFA11	1	ENSG00000174886	
MUC12	1	ENSG00000205277	
MSH6	1	ENSG00000116062	
DLK2	1	ENSG00000171462	
NKIRAS2	1	ENSG00000168256	
COQ3	1	ENSG00000132423	
IMPDH1P8	1	ENSG00000224728	
ZBBX	1	ENSG00000169064	
SEMA3F-AS1	1	ENSG00000235016	
SUV39H1	1	ENSG00000101945	
RNF138P1	1	ENSG00000250853	
OSCP1	1	ENSG00000116885	
PEAK3	1	ENSG00000188305	
STARD8	1	ENSG00000130052	
ATP6V0A1	1	ENSG00000033627	
SNORD125	1	ENSG00000239127	
SLC25A18	1	ENSG00000182902	
SCARNA17	1	ENSG00000251992	
FAM76AP1	1	ENSG00000250983	
KCTD9P6	1	ENSG00000229211	
TMEM169	1	ENSG00000163449	
AFF2	1	ENSG00000155966	
SLITRK4	1	ENSG00000179542	
RHEBL1	1	ENSG00000167550	
FMO3	1	ENSG00000007933	
RBM24	1	ENSG00000112183	
MEF2AP1	1	ENSG00000224620	
MRPL44	1	ENSG00000135900	
TCEANC	1	ENSG00000176896	
STX17-DT	1	ENSG00000255145	
NUCKS1P1	1	ENSG00000232864	
PCMTD1P3	1	ENSG00000234800	
ZC2HC1A	1	ENSG00000104427	
DDX18P3	1	ENSG00000217414	
CAPN11	1	ENSG00000137225	
C18orf54	1	ENSG00000166845	
PTPRN2	1	ENSG00000155093	
IGSF1	1	ENSG00000147255	
TRAM2	1	ENSG00000065308	
ASS1P12	1	ENSG00000237437	
OCLNP1	1	ENSG00000230847	
BTBD6	1	ENSG00000184887	
NDUFS7	1	ENSG00000115286	
PLRG1	1	ENSG00000171566	
ELOVL2	1	ENSG00000197977	
C16orf86	1	ENSG00000159761	
TFGP1	1	ENSG00000217227	
SCIN	1	ENSG00000006747	
NUDT11	1	ENSG00000196368	
PSTPIP2	1	ENSG00000152229	
RPSAP54	1	ENSG00000213621	
LINC01115	1	ENSG00000237667	
ZNF655	1	ENSG00000197343	
SPEN	1	ENSG00000065526	
B4GALT6	1	ENSG00000118276	
RPP40	1	ENSG00000124787	
PTPN2P2	1	ENSG00000224117	
GOLGA8K	1	ENSG00000249931	
LINC02976	1	ENSG00000231113	
SHCBP1	1	ENSG00000171241	
PRICKLE2	1	ENSG00000163637	
ZNF849P	1	ENSG00000198153	
TUBGCP3	1	ENSG00000126216	
RNF39	1	ENSG00000204618	
CSF3R	1	ENSG00000119535	
GRIN2C	1	ENSG00000161509	
KRTCAP2P1	1	ENSG00000231848	
RAP2C-AS1	1	ENSG00000232160	
SLC25A34	1	ENSG00000162461	
ENSG00000255320	1	ENSG00000255320	
F3	1	ENSG00000117525	
SAT1-DT	1	ENSG00000233785	
ARL6IP4	1	ENSG00000182196	
COL4A6	1	ENSG00000197565	
PRDM16	1	ENSG00000142611	
TSPAN2	1	ENSG00000134198	
IFTAP	1	ENSG00000166352	
SGK2	1	ENSG00000101049	
C16orf96	1	ENSG00000205832	
MYH15	1	ENSG00000144821	
FOXI3	1	ENSG00000214336	
PRIMA1	1	ENSG00000175785	
FAM234B	1	ENSG00000084444	
UBXN11	1	ENSG00000158062	
BCL7A	1	ENSG00000110987	
CHAC2	1	ENSG00000143942	
MDC1	1	ENSG00000137337	
MYCL	1	ENSG00000116990	
TCEAL7	1	ENSG00000182916	
PTPRT	1	ENSG00000196090	
NFIX	1	ENSG00000008441	
IMPG2	1	ENSG00000081148	
RGS16	1	ENSG00000143333	
AGAP4	1	ENSG00000188234	
HOXC6	1	ENSG00000197757	
RPLP1P13	1	ENSG00000232163	
TMEM106C	1	ENSG00000134291	
FAM184B	1	ENSG00000047662	
CD80	1	ENSG00000121594	
GIMAP6	1	ENSG00000133561	
CC2D2A	1	ENSG00000048342	
HTT	1	ENSG00000197386	
REEP2	1	ENSG00000132563	
MFAP5	1	ENSG00000197614	
HMBS	1	ENSG00000256269	
TEX261	1	ENSG00000144043	
WASF4P	1	ENSG00000188459	
GPR34	1	ENSG00000171659	
POLE2	1	ENSG00000100479	
SORCS2	1	ENSG00000184985	
HNRNPA1P51	1	ENSG00000234491	
IGFL3	1	ENSG00000188624	
CLEC2B	1	ENSG00000110852	
RDH10-AS1	1	ENSG00000250295	
ERGIC2	1	ENSG00000087502	
SAXO2	1	ENSG00000188659	
MCF2L2	1	ENSG00000053524	
CFAP45	1	ENSG00000213085	
ANKRD19P	1	ENSG00000187984	
TRIM50	1	ENSG00000146755	
ZNF98	1	ENSG00000197360	
BOC	1	ENSG00000144857	
DEPDC1B	1	ENSG00000035499	
DDIAS	1	ENSG00000165490	
ENPP7P10	1	ENSG00000249767	
RPL18P13	1	ENSG00000244485	
IMPA2	1	ENSG00000141401	
NLRP3	1	ENSG00000162711	
KLHDC2	1	ENSG00000165516	
QSOX2	1	ENSG00000165661	
TBXAS1	1	ENSG00000059377	
IFT122P2	1	ENSG00000244932	
SNORD35B	1	ENSG00000200530	
KIF23	1	ENSG00000137807	
NEK2	1	ENSG00000117650	
MYEOV	1	ENSG00000172927	
BHLHE41	1	ENSG00000123095	
COG8	1	ENSG00000213380	
PRDM16-DT	1	ENSG00000177133	
LHX6	1	ENSG00000106852	
CCDC85A	1	ENSG00000055813	
ZNF428	1	ENSG00000131116	
USF1	1	ENSG00000158773	
WEE2	1	ENSG00000214102	
CFAP43	1	ENSG00000197748	
PKNOX1	1	ENSG00000160199	
ZDHHC20-IT1	1	ENSG00000236953	
DLX3	1	ENSG00000064195	
HNRNPA1P39	1	ENSG00000237804	
NLRC4	1	ENSG00000091106	
SCYL2P1	1	ENSG00000213090	
EXOSC8	1	ENSG00000120699	
HES2	1	ENSG00000069812	
SOX5	1	ENSG00000134532	
LAMA4	1	ENSG00000112769	
RIOK1	1	ENSG00000124784	
SFT2D1	1	ENSG00000198818	
SH2D3C	1	ENSG00000095370	
POM121	1	ENSG00000196313	
APEX2	1	ENSG00000169188	
OXCT1	1	ENSG00000083720	
ZNF490	1	ENSG00000188033	
CFAP300	1	ENSG00000137691	
JHY	1	ENSG00000109944	
PHB1P10	1	ENSG00000232665	
OSBPL10	1	ENSG00000144645	
LYPD3	1	ENSG00000124466	
CTAGE9	1	ENSG00000236761	
NF1P6	1	ENSG00000224435	
WAPL-DT	1	ENSG00000227896	
MYL12BP2	1	ENSG00000227765	
CHSY3	1	ENSG00000198108	
GK-AS1	1	ENSG00000243055	
SLC6A1	1	ENSG00000157103	
CMC2	1	ENSG00000103121	
SERPINH1P1	1	ENSG00000229207	
SLC1A2	1	ENSG00000110436	
XIRP1	1	ENSG00000168334	
UCN	1	ENSG00000163794	
DPP4-DT	1	ENSG00000230918	
RGMA	1	ENSG00000182175	
SCN3A	1	ENSG00000153253	
AMN	1	ENSG00000166126	
UBE3AP2	1	ENSG00000228941	
PYY	1	ENSG00000131096	
ITPA	1	ENSG00000125877	
FLJ46284	1	ENSG00000248858	
YWHAQP6	1	ENSG00000249986	
ZNF317	1	ENSG00000130803	
PCDHGC5	1	ENSG00000240764	
IQCD	1	ENSG00000166578	
KPNA4	1	ENSG00000186432	
MATK	1	ENSG00000007264	
RNA5SP315	1	ENSG00000252149	
FAR2	1	ENSG00000064763	
C3orf20	1	ENSG00000131379	
CYP4F25P	1	ENSG00000224106	
PHACTR1	1	ENSG00000112137	
STEAP2	1	ENSG00000157214	
MAGOHB	1	ENSG00000111196	
ASRGL1	1	ENSG00000162174	
SPIN3	1	ENSG00000204271	
MUC3A	1	ENSG00000169894	
ANKRD37	1	ENSG00000186352	
CHIT1	1	ENSG00000133063	
RBP7	1	ENSG00000162444	
TFAMP1	1	ENSG00000230444	
PRORSD1P	1	ENSG00000162997	
LRRC2	1	ENSG00000163827	
VWA5B1	1	ENSG00000158816	
PCOLCE2	1	ENSG00000163710	
CATSPER3	1	ENSG00000152705	
GGT1	1	ENSG00000100031	
CCDC77	1	ENSG00000120647	
DUSP26	1	ENSG00000133878	
LMO3	1	ENSG00000048540	
HAAO	1	ENSG00000162882	
CDHR5	1	ENSG00000099834	
SURF6	1	ENSG00000148296	
HSPB6	1	ENSG00000004776	
HDAC1P2	1	ENSG00000233012	
CBR3-AS1	1	ENSG00000236830	
RNF213	1	ENSG00000173821	
TDRD6	1	ENSG00000180113	
IL17D	1	ENSG00000172458	
GLTC1	1	ENSG00000255306	
CCNE1	1	ENSG00000105173	
TMEM62	1	ENSG00000137842	
CCDC183	1	ENSG00000213213	
SPAG1	1	ENSG00000104450	
SPAG17	1	ENSG00000155761	
FAM162B	1	ENSG00000183807	
PDCD5P2	1	ENSG00000251107	
OLFML3	1	ENSG00000116774	
CDK19	1	ENSG00000155111	
UGGT2	1	ENSG00000102595	
CNTD1	1	ENSG00000176563	
CHST5	1	ENSG00000135702	
LINC02761	1	ENSG00000255362	
TP53I13	1	ENSG00000167543	
TMA16P2	1	ENSG00000232467	
TEK	1	ENSG00000120156	
BLM	1	ENSG00000197299	
ZNF839	1	ENSG00000022976	
REREP1Y	1	ENSG00000225189	
EPHX3	1	ENSG00000105131	
ANK3-DT	1	ENSG00000254271	
TENM2	1	ENSG00000145934	
GCC2-AS1	1	ENSG00000214184	
C1GALT1P2	1	ENSG00000251435	
PIERCE1	1	ENSG00000160345	
TNFSF9	1	ENSG00000125657	
LINC01123	1	ENSG00000204588	
SLC35F1	1	ENSG00000196376	
KRBOX1	1	ENSG00000240747	
PRELID3A	1	ENSG00000141391	
CAMSAP1-DT	1	ENSG00000238058	
FGF19	1	ENSG00000162344	
NPIPA2	1	ENSG00000254852	
PPP3CB-AS1	1	ENSG00000221817	
VDAC1P7	1	ENSG00000213450	
C11orf91	1	ENSG00000205177	
RPL23AP60	1	ENSG00000213147	
SNX18P7	1	ENSG00000234373	
TYMS	1	ENSG00000176890	
NSL1	1	ENSG00000117697	
RPL23AP25	1	ENSG00000233084	
SNORD116-24	1	ENSG00000207279	
GPATCH11P1	1	ENSG00000182921	
ZNF701	1	ENSG00000167562	
CARMIL2	1	ENSG00000159753	
ITGA9-AS1	1	ENSG00000235257	
TRPM8	1	ENSG00000144481	
GPR132	1	ENSG00000183484	
ZNF232-AS1	1	ENSG00000234327	
PRR13P5	1	ENSG00000187534	
ARHGAP11B-DT	1	ENSG00000247728	
EVL	1	ENSG00000196405	
RNY1P6	1	ENSG00000206920	
MYO3A	1	ENSG00000095777	
DDX18P4	1	ENSG00000251553	
NCCRP1	1	ENSG00000188505	
KCNAB1	1	ENSG00000169282	
PAICSP1	1	ENSG00000226055	
PIP5K1C	1	ENSG00000186111	
NKX3-2	1	ENSG00000109705	
OGFRL1	1	ENSG00000119900	
IMPDH1P4	1	ENSG00000237206	
SUCLA2P3	1	ENSG00000229593	
SKIL	1	ENSG00000136603	
HMGB3P6	1	ENSG00000213070	
LRIG2-DT	1	ENSG00000238198	
RPSAP19	1	ENSG00000183298	
ELMOD1	1	ENSG00000110675	
PCDHA2	1	ENSG00000204969	
H3P14	1	ENSG00000250966	
EFHB	1	ENSG00000163576	
ATP8B5P	1	ENSG00000179766	
SPDYE1	1	ENSG00000136206	
SCIRT	1	ENSG00000237686	
ANKS1A	1	ENSG00000064999	
RPL5P11	1	ENSG00000242882	
GSTM1	1	ENSG00000134184	
CALHM5	1	ENSG00000178033	
RBM7P1	1	ENSG00000223427	
RNU6-395P	1	ENSG00000202532	
MMP15	1	ENSG00000102996	
ACHE	1	ENSG00000087085	
SP6	1	ENSG00000189120	
CHP1P2	1	ENSG00000213073	
TCP11L1	1	ENSG00000176148	
NFKBID	1	ENSG00000167604	
MINAR1	1	ENSG00000169330	
LINC02643	1	ENSG00000230109	
DNMT3B	1	ENSG00000088305	
HSD11B2	1	ENSG00000176387	
GPR88	1	ENSG00000181656	
ZNF19	1	ENSG00000157429	
RNF212	1	ENSG00000178222	
BBS10	1	ENSG00000179941	
NUP188	1	ENSG00000095319	
TSKU-AS1	1	ENSG00000255100	
UNC5D	1	ENSG00000156687	
CDT1	1	ENSG00000167513	
RPL5P30	1	ENSG00000243431	
TSPAN7	1	ENSG00000156298	
EEF1A1P10	1	ENSG00000243746	
ZNF502	1	ENSG00000196653	
RNF125	1	ENSG00000101695	
SYT4	1	ENSG00000132872	
ZNF66	1	ENSG00000160229	
GTF2IRD2B	1	ENSG00000174428	
PDE7A	1	ENSG00000205268	
STIM1-AS1	1	ENSG00000228661	
PLEKHG4B	1	ENSG00000153404	
F2R	1	ENSG00000181104	
GK	1	ENSG00000198814	
KIF20A	1	ENSG00000112984	
C1orf210	1	ENSG00000253313	
ZNF385A	1	ENSG00000161642	
CHKB-DT	1	ENSG00000205559	
CLK4	1	ENSG00000113240	
HILPDA-AS1	1	ENSG00000240758	
GPAT2P2	1	ENSG00000188383	
IGDCC3	1	ENSG00000174498	
SLC16A1-AS1	1	ENSG00000226419	
LINC01615	1	ENSG00000223485	
ZNF580	1	ENSG00000213015	
ALPK2	1	ENSG00000198796	
MMRN1	1	ENSG00000138722	
PAQR6	1	ENSG00000160781	
GTF2IP14	1	ENSG00000226002	
RBBP8NL	1	ENSG00000130701	
PRR16	1	ENSG00000184838	
FAM120A	1	ENSG00000048828	
SPRED2	1	ENSG00000198369	
LINC00960	1	ENSG00000242516	
NOD2	1	ENSG00000167207	
AP3S2	1	ENSG00000157823	
ASB4	1	ENSG00000005981	
CCDC17	1	ENSG00000159588	
NCF1	1	ENSG00000158517	
SMIM1	1	ENSG00000235169	
BDH2	1	ENSG00000164039	
SLC9A7P1	1	ENSG00000227825	
TMA16	1	ENSG00000198498	
PRB3	1	ENSG00000197870	
CYP21A1P	1	ENSG00000204338	
XRCC6P5	1	ENSG00000215070	
BTN2A3P	1	ENSG00000124549	
LMX1B	1	ENSG00000136944	
CHEK2	1	ENSG00000183765	
DICER1-AS1	1	ENSG00000235706	
MS4A14	1	ENSG00000166928	
FAM210A	1	ENSG00000177150	
FBXL14	1	ENSG00000171823	
DNMBP-AS1	1	ENSG00000227695	
POM121B	1	ENSG00000205578	
RRP7A	1	ENSG00000189306	
SCARNA13	1	ENSG00000252481	
DNAJC22	1	ENSG00000178401	
ETNPPL	1	ENSG00000164089	
LYSMD2	1	ENSG00000140280	
XRCC2	1	ENSG00000196584	
CHMP3-AS1	1	ENSG00000228363	
ELMO1	1	ENSG00000155849	
TEDC1	1	ENSG00000185347	
PSMC1P9	1	ENSG00000255993	
PRPSAP2	1	ENSG00000141127	
RNA5SP174	1	ENSG00000199572	
LINC01948	1	ENSG00000248727	
SNX10	1	ENSG00000086300	
LPAR5	1	ENSG00000184574	
CTNNB1	1	ENSG00000168036	
FMNL3	1	ENSG00000161791	
HEPHL1	1	ENSG00000181333	
H2BC11	1	ENSG00000124635	
TMSB4XP4	1	ENSG00000223551	
DNAH12	1	ENSG00000174844	
DOK3	1	ENSG00000146094	
CDCA7	1	ENSG00000144354	
C1orf50-AS1	1	ENSG00000228452	
CCDC144BP	1	ENSG00000154874	
RPL6P26	1	ENSG00000240305	
PNPT1P1	1	ENSG00000229241	
ENSG00000230736	1	ENSG00000230736	
MUC6	1	ENSG00000184956	
HMGB3P22	1	ENSG00000225051	
ENSG00000233030	1	ENSG00000233030	
ITCH	1	ENSG00000078747	
SCART1	1	ENSG00000214279	
RPL22	1	ENSG00000116251	
SNORD104	1	ENSG00000199753	
HLF	1	ENSG00000108924	
MGAT5B	1	ENSG00000167889	
LINC01182	1	ENSG00000250634	
LINC01521	1	ENSG00000213888	
ZFP92	1	ENSG00000189420	
CARD11	1	ENSG00000198286	
TMED4	1	ENSG00000158604	
C14orf132	1	ENSG00000227051	
COL25A1	1	ENSG00000188517	
FTH1P3	1	ENSG00000213453	
FANCD2P2	1	ENSG00000230342	
LINC01431	1	ENSG00000232645	
PSME2P4	1	ENSG00000251332	
TAS2R14	1	ENSG00000212127	
MTHFD2L	1	ENSG00000163738	
ARL6IP1P3	1	ENSG00000255014	
STYX	1	ENSG00000198252	
C2CD6	1	ENSG00000155754	
PCDHA6	1	ENSG00000081842	
PCAT7	1	ENSG00000231806	
HLA-DRB6	1	ENSG00000229391	
LOXHD1	1	ENSG00000167210	
CSPG5	1	ENSG00000114646	
LINC02940	1	ENSG00000235888	
VIM-AS1	1	ENSG00000229124	
MRE11P1	1	ENSG00000242537	
XKR4	1	ENSG00000206579	
SORT1	1	ENSG00000134243	
RPL34P16	1	ENSG00000217239	
CCDC34	1	ENSG00000109881	
LINC02985	1	ENSG00000256546	
ENSG00000225032	1	ENSG00000225032	
C10orf71-AS1	1	ENSG00000236208	
ACTR3BP5	1	ENSG00000227264	
EBAG9P1	1	ENSG00000233690	
ANXA2R	1	ENSG00000177721	
CLDN14	1	ENSG00000159261	
HAMP	1	ENSG00000105697	
ZFYVE19	1	ENSG00000166140	
IGFBP2	1	ENSG00000115457	
NPTN	1	ENSG00000156642	
TOR1AIP1	1	ENSG00000143337	
MIR200B	1	ENSG00000207730	
ANKRD20A4P	1	ENSG00000172014	
CAP2	1	ENSG00000112186	
SYT17	1	ENSG00000103528	
TUBB7P	2	ENSG00000251297:ENSG00000173876	
CALB1	1	ENSG00000104327	
SSR4P1	1	ENSG00000235374	
PDGFD	1	ENSG00000170962	
PPP6C	1	ENSG00000119414	
PTPRR	1	ENSG00000153233	
TAT	1	ENSG00000198650	
URAHP	1	ENSG00000222019	
UBAC2-AS1	1	ENSG00000228889	
GALNT9-AS1	1	ENSG00000256943	
LRRC4B	1	ENSG00000131409	
TIGD1	1	ENSG00000221944	
SYNE4	1	ENSG00000181392	
DYNLT4	1	ENSG00000188396	
CERS1	1	ENSG00000223802	
MPHOSPH10P2	1	ENSG00000254912	
LINC00942	1	ENSG00000249628	
BMP5	1	ENSG00000112175	
TRIB1	1	ENSG00000173334	
GLT1D1	1	ENSG00000151948	
FLACC1	1	ENSG00000155749	
PRICKLE2-AS2	1	ENSG00000241101	
LINC00994	1	ENSG00000189196	
ERCC5	1	ENSG00000134899	
RPS15AP5	1	ENSG00000223540	
PHF11	1	ENSG00000136147	
INSYN2B	1	ENSG00000204767	
FKBP6P2	1	ENSG00000146722	
FSIP2	1	ENSG00000188738	
EP400P1	1	ENSG00000185684	
LINC02878	1	ENSG00000181097	
MICD	1	ENSG00000229390	
MIR186	1	ENSG00000207721	
UNC93B5	1	ENSG00000184795	
TCP11L2	1	ENSG00000166046	
HNRNPA1P27	1	ENSG00000233680	
E2F2	1	ENSG00000007968	
TPRKBP1	1	ENSG00000231911	
CATSPERG	1	ENSG00000099338	
ZNF492	1	ENSG00000229676	
TMED2-DT	1	ENSG00000247373	
GALNT10	1	ENSG00000164574	
SETDB2	1	ENSG00000136169	
THAP12P7	1	ENSG00000253919	
CNTNAP3	1	ENSG00000106714	
AIMP1P1	1	ENSG00000234187	
TSPAN32	1	ENSG00000064201	
LINC00862	1	ENSG00000203721	
HDAC2-AS2	1	ENSG00000228624	
RPL13P5	1	ENSG00000240370	
RAD54B	1	ENSG00000197275	
PRPS1P2	1	ENSG00000232630	
SPDYE16	1	ENSG00000185040	
EMC8	1	ENSG00000131148	
EML6	1	ENSG00000214595	
PRKAR1B-AS1	1	ENSG00000237181	
FAM13C	1	ENSG00000148541	
LLPH	1	ENSG00000139233	
ACVR2B-AS1	1	ENSG00000229589	
HIC1	1	ENSG00000177374	
C2orf73	1	ENSG00000177994	
NEXN-AS1	1	ENSG00000235927	
RDH12	1	ENSG00000139988	
SKOR1	1	ENSG00000188779	
ABCC13	1	ENSG00000243064	
C1orf116	1	ENSG00000182795	
TMEM88	1	ENSG00000167874	
PCSK2	1	ENSG00000125851	
NUSAP1	1	ENSG00000137804	
RPS11P7	1	ENSG00000214047	
METTL2A	1	ENSG00000087995	
CEMIP	1	ENSG00000103888	
C1QTNF12	1	ENSG00000184163	
CLEC3B	1	ENSG00000163815	
PKDREJ	1	ENSG00000130943	
DMTF1-AS1	1	ENSG00000224046	
SUMO2P21	1	ENSG00000228532	
MPPED2-AS1	1	ENSG00000254489	
IRAK3	1	ENSG00000090376	
GPR32	1	ENSG00000142511	
CYCSP55	1	ENSG00000214810	
TFPI2	1	ENSG00000105825	
SSPN	1	ENSG00000123096	
PSMD6-AS2	1	ENSG00000239653	
SOX7	1	ENSG00000171056	
FHIP1A-DT	1	ENSG00000251611	
ANGPTL8	1	ENSG00000130173	
SLC7A4	1	ENSG00000099960	
FDPSP4	1	ENSG00000254793	
LSAMP	1	ENSG00000185565	
SLC38A3	1	ENSG00000188338	
FAM107A	1	ENSG00000168309	
MTND4P26	1	ENSG00000234065	
IMPDH1	1	ENSG00000106348	
SACS-AS1	1	ENSG00000229558	
CPED1	1	ENSG00000106034	
DDX1	1	ENSG00000079785	
L1CAM	1	ENSG00000198910	
SPDYE18	1	ENSG00000205482	
OOEPP2	1	ENSG00000256192	
GPRASP3	1	ENSG00000198908	
CDC26	1	ENSG00000176386	
H2AZ1	1	ENSG00000164032	
FIGN	1	ENSG00000182263	
HSD17B7P2	1	ENSG00000099251	
SNORD116-1	1	ENSG00000207063	
RPS15AP12	1	ENSG00000232134	
C3orf14	1	ENSG00000114405	
TPI1	1	ENSG00000111669	
